,colsample_bytree,gamma,learning_rate,max_depth,n_estimators,scale_pos_weight
0,0.45325579856887693,14.379891867433786,0.2237707137057307,2.029280404249544,142.44965815218362,8.570692101004243
1,0.30098638536327804,46.81207915431254,0.36334011159157803,7.753530116188882,128.8810113929145,12.126724252977668
2,0.6677862818484309,18.424913558737416,0.9735238927664216,1.5227349749153891,143.0242322456882,14.787380851672745
3,0.5003642260032841,35.9537131053885,0.9631466721984636,7.582880100346573,161.92254013820562,13.45064073183433
4,0.6986937608114588,26.891996371447355,0.7321252863370761,9.18507407526365,158.33519587502244,9.13201998012966
5,0.639085241437862,24.949599387880234,0.8317718948349759,3.473440897103433,139.63969622194116,3.68399959179993
6,0.2655988994199054,29.118664679747084,0.47226548914618477,9.168969380230596,140.89631236868294,9.905061333650991
7,0.5469099237623356,30.97146559597752,0.006403580356963923,2.5389259252027108,108.4306777305525,6.187982905657463
8,0.3753138828509195,10.2306206553855,0.5954902650908209,5.901870701021705,194.60112994079967,14.957975077890225
9,0.298206043942963,13.379903018966015,0.5966718120249802,4.418431061324478,187.18648073325184,8.32682304127273
